Log#,Incident Date & Time,District of Occurrence,COPA Notification Date,Transparency Release Date,Closed Date,FSR/Memo Posted Date,case_url,pdf_available,pdf_url
1090136,07/07/2018 6:10 pm,22,07/09/2018,,07/29/2022,11/22/2022,https://www.chicagocopa.org/case/1090136/,Available,https://www.chicagocopa.org/wp-content/uploads/2022/11/1090136_FSR.pdf
1091210,09/28/2018 12:55 pm,5,09/28/2019,,05/31/2022,11/22/2022,https://www.chicagocopa.org/case/1091210/,Available,https://www.chicagocopa.org/wp-content/uploads/2022/11/1091210_FSR.pdf
1088422,10/06/2015 10:24 am,5,02/08/2018,,09/30/2022,11/22/2022,https://www.chicagocopa.org/case/1088422/,Available,https://www.chicagocopa.org/wp-content/uploads/2022/11/1088422_FSR.pdf
1087538,11/14/2017 2:30 pm,16,11/14/2017,,08/22/2022,11/22/2022,https://www.chicagocopa.org/case/1087538/,Available,https://www.chicagocopa.org/wp-content/uploads/2022/11/1087538_FSR.pdf
1090025,10/05/2015 12:30 pm,1,06/28/2018,,12/06/2018,02/06/2019,https://www.chicagocopa.org/case/1090025/,Available,https://www.chicagocopa.org/wp-content/uploads/2019/02/1090025-Redacted.pdf
1089590,05/22/2018 4:30 pm,11,05/25/2018,,12/18/2018,02/06/2019,https://www.chicagocopa.org/case/1089590/,Available,https://www.chicagocopa.org/wp-content/uploads/2019/02/1089590-Redacted.pdf
1090444,06/30/2018 10:18 am,7,07/30/2018,,12/19/2018,02/06/2019,https://www.chicagocopa.org/case/1090444/,Available,https://www.chicagocopa.org/wp-content/uploads/2019/02/1090444-redacted-by-TP.pdf
1090581,07/15/2018 8:00 pm,22,08/09/2018,,12/21/2018,02/06/2019,https://www.chicagocopa.org/case/1090581/,Available,https://www.chicagocopa.org/wp-content/uploads/2019/02/Log-1090581-FINAL-REDACTED.pdf
1090958,08/26/2018 10:00 pm,1,09/07/2018,,12/27/2018,02/06/2019,https://www.chicagocopa.org/case/1090958/,Available,https://www.chicagocopa.org/wp-content/uploads/2019/02/Final-Redaction-1090958.pdf
1091310,04/21/2018 4:30 pm,24,10/09/2018,,12/27/2018,02/06/2019,https://www.chicagocopa.org/case/1091310/,Available,https://www.chicagocopa.org/wp-content/uploads/2019/02/Log-1091310_FINAL-Redacted.pdf
2020-0005629,12/19/2020 1:00 am,16,12/19/2020,,02/28/2022,11/17/2022,https://www.chicagocopa.org/case/2020-0005629/,Available,https://www.chicagocopa.org/wp-content/uploads/2022/11/2020-0005629_FSR.pdf
2019-0001648,01/01/2018 7:07 pm,11,05/14/2019,,02/17/2022,11/17/2022,https://www.chicagocopa.org/case/2019-0001648/,Available,https://www.chicagocopa.org/wp-content/uploads/2022/11/2019-0001648_FSR.pdf
2019-0005120,12/17/2019 12:53 am,11,12/17/2019,,02/28/2022,11/17/2022,https://www.chicagocopa.org/case/2019-0005120/,Available,https://www.chicagocopa.org/wp-content/uploads/2022/11/2019-0005120_FSR-1.pdf
2019-0000100,02/18/2019 10:00 pm,2,02/19/2019,,02/17/2022,11/17/2022,https://www.chicagocopa.org/case/2019-0000100/,Available,https://www.chicagocopa.org/wp-content/uploads/2022/11/2019-0000100_FSR.pdf
2020-0002131,11/05/2019 4:54 pm,22,06/01/2020,,02/28/2022,11/17/2022,https://www.chicagocopa.org/case/2020-0002131/,Available,https://www.chicagocopa.org/wp-content/uploads/2022/11/2020-0002131_FSR.pdf
2020-0003561,08/02/2020 11:03 am,7,08/04/2020,,02/28/2022,11/17/2022,https://www.chicagocopa.org/case/2020-0003561/,Available,https://www.chicagocopa.org/wp-content/uploads/2022/11/2020-0003561_FSR.pdf
2020-0003439,07/21/2020 10:49 am,10,08/03/2020,,02/28/2022,11/17/2022,https://www.chicagocopa.org/case/2020-0003439/,Available,https://www.chicagocopa.org/wp-content/uploads/2022/11/2020-0003439_FSR-1.pdf
1090842,08/29/2018 10:45 am,12,08/29/2018,,02/28/2022,11/17/2022,https://www.chicagocopa.org/case/1090842/,Available,https://www.chicagocopa.org/wp-content/uploads/2022/11/1090842_FSR.pdf
2019-0003464,08/28/2022 8:00 am,7,08/28/2022,,02/14/2022,11/17/2022,https://www.chicagocopa.org/case/2019-0003464/,Available,https://www.chicagocopa.org/wp-content/uploads/2022/11/2020-0003439_FSR.pdf
2019-0002125,06/05/2019 3:15 pm,11,06/12/2019,,02/22/2022,11/17/2022,https://www.chicagocopa.org/case/2019-0002125/,Available,https://www.chicagocopa.org/wp-content/uploads/2022/11/2019-0002125_FSR.pdf
2019-0004338,10/25/2019 2:47 pm,11,10/25/2019,,02/28/2022,11/17/2022,https://www.chicagocopa.org/case/2019-0004338/,Available,https://www.chicagocopa.org/wp-content/uploads/2022/11/2019-0004338_FSR.pdf
1092193,12/28/2018 9:11 pm,7,01/03/2019,,02/24/2022,11/15/2022,https://www.chicagocopa.org/case/1092193/,Available,https://www.chicagocopa.org/wp-content/uploads/2022/11/1092193_FSR.pdf
2021-0001058,01/15/2019 10:55 pm,6,03/24/2021,,02/28/2022,11/15/2022,https://www.chicagocopa.org/case/2021-0001058/,Available,https://www.chicagocopa.org/wp-content/uploads/2022/11/2021-0001058_FSR.pdf
2019-0004565,11/06/2019 1:26 am,25,11/08/2019,,02/24/2022,11/15/2022,https://www.chicagocopa.org/case/2019-0004565/,Available,https://www.chicagocopa.org/wp-content/uploads/2022/11/2019-0004565_FSR.pdf
2021-0002333,07/17/2020 7:28 pm,1,06/16/2021,,02/24/2022,11/15/2022,https://www.chicagocopa.org/case/2021-0002333/,Available,https://www.chicagocopa.org/wp-content/uploads/2022/11/2021-0002333_FSR.pdf
2020-0003341,07/21/2020 8:45 pm,18,07/22/2020,,02/22/2022,11/15/2022,https://www.chicagocopa.org/case/2020-0003341/,Available,https://www.chicagocopa.org/wp-content/uploads/2022/11/2020-0003341_FSR.pdf
2019-0004103,10/09/2019 5:15 pm,16,10/10/2019,,02/22/2022,11/15/2022,https://www.chicagocopa.org/case/2019-0004103/,Available,https://www.chicagocopa.org/wp-content/uploads/2022/11/2019-0004103_FSR.pdf
1092634,01/17/2019 7:48 pm,11,02/07/2019,,02/28/2022,11/15/2022,https://www.chicagocopa.org/case/1092634/,Available,https://www.chicagocopa.org/wp-content/uploads/2022/11/1092634_FSR.pdf
1085499,06/07/2017 9:45 am,4,06/07/2017,,09/19/2017,10/27/2017,https://www.chicagocopa.org/case/1085499/,Available,https://www.chicagocopa.org/wp-content/uploads/2017/10/1085499-REDACTED.pdf
1084913,04/18/2017 4:00 pm,25,04/20/2017,,09/25/2017,10/27/2017,https://www.chicagocopa.org/case/1084913/,Available,https://www.chicagocopa.org/wp-content/uploads/2017/10/1084913-REDACTED.pdf
1085645,06/15/2017 2:00 am,15,06/19/2017,,10/16/2017,12/06/2017,https://www.chicagocopa.org/case/1085645/,Available,https://www.chicagocopa.org/wp-content/uploads/2017/12/1085645-REDACTED.pdf
1084993,04/25/2017 12:20 pm,5,04/26/2017,,10/17/2017,12/06/2017,https://www.chicagocopa.org/case/1084993/,Available,https://www.chicagocopa.org/wp-content/uploads/2017/12/1084993-REDACTED.pdf
1084730,04/04/2017 12:00 am,18,04/06/2017,,10/25/2017,12/06/2017,https://www.chicagocopa.org/case/1084730/,Available,https://www.chicagocopa.org/wp-content/uploads/2017/12/1084730-REDACTED.pdf
1085133,04/05/2017 9:45 am,6,05/09/2017,,11/01/2017,12/06/2017,https://www.chicagocopa.org/case/1085133/,Available,https://www.chicagocopa.org/wp-content/uploads/2017/12/1085133-REDACTED.pdf
1082440,09/17/2016 9:00 pm,10,09/28/2016,,11/08/2017,12/06/2017,https://www.chicagocopa.org/case/1082440/,Available,https://www.chicagocopa.org/wp-content/uploads/2017/12/1082440-REDACTED.pdf
1084917,06/24/2014 1:38 am,7,04/20/2017,,11/09/2017,12/06/2017,https://www.chicagocopa.org/case/1084917/,Available,https://www.chicagocopa.org/wp-content/uploads/2017/12/1084917-REDACTED.pdf
1085008,04/20/2017 5:00 pm,16,04/27/2017,,11/17/2017,12/18/2017,https://www.chicagocopa.org/case/1085008/,Available,https://www.chicagocopa.org/wp-content/uploads/2017/12/1085008-REDACTED.pdf
1076310,07/24/2015 12:15 am,11,07/24/2015,,11/29/2017,12/18/2017,https://www.chicagocopa.org/case/1076310/,Available,https://www.chicagocopa.org/wp-content/uploads/2017/12/1076310-REDACTED.pdf
1085080,01/07/2017 2:55 pm,12,05/04/2017,,11/28/2017,12/18/2017,https://www.chicagocopa.org/case/1085080/,Available,https://www.chicagocopa.org/wp-content/uploads/2017/12/1085080-REDACTED.pdf
2019-0002762,07/20/2020 2:03 am,08,07/20/2019,,02/14/2022,11/10/2022,https://www.chicagocopa.org/case/2019-0002762/,Available,https://www.chicagocopa.org/wp-content/uploads/2022/11/2019-0002762_FSR.pdf
2020-0001270,03/17/2020 2:00 am,11,03/18/2020,,02/10/2022,11/10/2022,https://www.chicagocopa.org/case/2020-0001270/,Available,https://www.chicagocopa.org/wp-content/uploads/2022/11/2020-0001270_FSR.pdf
2020-0001176,03/05/2020 12:00 am,02,03/12/2020,,02/22/2022,11/10/2022,https://www.chicagocopa.org/case/2020-0001176/,Available,https://www.chicagocopa.org/wp-content/uploads/2022/11/2020-0001176_FSR.pdf
2019-0000781,04/12/2019 8:40 am,06,04/15/2019,,02/28/2022,11/10/2022,https://www.chicagocopa.org/case/2019-0000781/,Available,https://www.chicagocopa.org/wp-content/uploads/2022/11/2019-0000781_FSR.pdf
2019-0004939,12/05/2019 10:00 am,11,12/05/2019,,02/28/2022,11/10/2022,https://www.chicagocopa.org/case/2019-0004939/,Available,https://www.chicagocopa.org/wp-content/uploads/2022/11/2019-0004939_FSR.pdf
2020-0000823,02/05/2020 7:30 pm,07,02/19/2020,,02/17/2022,11/10/2022,https://www.chicagocopa.org/case/2020-0000823/,Available,https://www.chicagocopa.org/wp-content/uploads/2022/11/2020-0000823_FSR.pdf
1086047,07/03/2017 9:45 pm,06,07/25/2017,,11/29/2017,12/18/2017,https://www.chicagocopa.org/case/1086047/,Available,https://www.chicagocopa.org/wp-content/uploads/2017/12/1086047-REDACTED.pdf
1085581,06/14/2017 6:42 am,04,06/14/2017,,11/29/2017,12/18/2017,https://www.chicagocopa.org/case/1085581/,Available,https://www.chicagocopa.org/wp-content/uploads/2017/12/1085581-REDACTED.pdf
1085170,05/13/2015 9:33 pm,09,05/11/2017,,11/29/2017,12/21/2017,https://www.chicagocopa.org/case/1085170/,Available,https://www.chicagocopa.org/wp-content/uploads/2017/12/1085170-REDACTED.pdf
1085935,07/14/2017 12:30 am,02,07/14/2017,,11/30/2017,01/28/2019,https://www.chicagocopa.org/case/1085935/,Available,https://www.chicagocopa.org/wp-content/uploads/2019/01/1085935-Redacted-002.pdf
1085386,05/29/2017 9:32 am,22,05/29/2017,,11/30/2017,06/22/2018,https://www.chicagocopa.org/case/1085386/,Available,https://www.chicagocopa.org/wp-content/uploads/2017/11/Final-SRI-1085386-002-redacted-by-DV.pdf
1085217,05/15/2017 7:00 pm,07,05/16/2017,,12/13/2017,01/09/2018,https://www.chicagocopa.org/case/1085217/,Available,https://www.chicagocopa.org/wp-content/uploads/2018/01/1085217-Redacted.pdf
1085085,05/03/2017 4:30 pm,07,05/04/2017,,12/04/2017,01/09/2018,https://www.chicagocopa.org/case/1085085/,Available,https://www.chicagocopa.org/wp-content/uploads/2018/01/1085085-Redactions.pdf
1085913,07/08/2017 12:01 pm,07,07/12/2017,,12/08/2017,01/09/2018,https://www.chicagocopa.org/case/1085913/,Available,https://www.chicagocopa.org/wp-content/uploads/2018/01/1085913-redacted.pdf
1084929,03/21/2017 9:30 pm,11,04/21/2017,,12/08/2017,01/09/2018,https://www.chicagocopa.org/case/1084929/,Available,https://www.chicagocopa.org/wp-content/uploads/2018/01/1084929-redacted-.pdf
1084227,02/26/2017 2:48 pm,06,02/26/2017,,12/18/2017,01/16/2018,https://www.chicagocopa.org/case/1084227/,Available,https://www.chicagocopa.org/wp-content/uploads/2018/01/1084227-Redacted.pdf
1084260,02/28/2017 11:38 am,01,02/28/2017,,12/18/2017,11/10/2022,https://www.chicagocopa.org/case/1084260/,Available,https://www.chicagocopa.org/wp-content/uploads/2022/11/1084260_FSR.pdf
1084795,04/10/2017 11:10 pm,10,04/11/2017,,12/21/2017,06/08/2022,https://www.chicagocopa.org/case/1084795/,Available,https://www.chicagocopa.org/wp-content/uploads/2017/12/1084795.pdf
1087178,01/26/2017 12:47 pm,11,10/19/2017,,12/19/2017,01/16/2018,https://www.chicagocopa.org/case/1087178/,Available,https://www.chicagocopa.org/wp-content/uploads/2018/01/Log-1087178-redacted.pdf
1071960,10/10/2014 11:30 pm,04,10/11/2014,,12/21/2017,02/06/2018,https://www.chicagocopa.org/case/1071960/,Available,https://www.chicagocopa.org/wp-content/uploads/2018/02/Log-Number-1071960-with-redactions-.pdf
1085432,09/01/2015 12:00 am,02,06/01/2017,,12/21/2017,02/06/2018,https://www.chicagocopa.org/case/1085432/,Available,https://www.chicagocopa.org/wp-content/uploads/2018/02/Redacted-Summary-Report-Log-1085432.pdf
1085600,05/11/2017 12:08 am,Other,06/15/2017,,12/27/2017,02/21/2018,https://www.chicagocopa.org/case/1085600/,Available,https://www.chicagocopa.org/wp-content/uploads/2018/02/1085600-redacted.pdf
1076022,07/06/2015 4:55 pm,04,07/06/2015,,12/28/2017,02/21/2018,https://www.chicagocopa.org/case/1076022/,Available,https://www.chicagocopa.org/wp-content/uploads/2018/02/1076022-redacted.pdf
1085509,06/04/2017 4:30 am,19,06/07/2017,,12/28/2017,01/16/2018,https://www.chicagocopa.org/case/1085509/,Available,https://www.chicagocopa.org/wp-content/uploads/2018/01/1085509-Redacted-.pdf
1068288,03/30/2014 3:00 am,05,03/30/2014,,12/28/2017,01/16/2018,https://www.chicagocopa.org/case/1068288/,Available,https://www.chicagocopa.org/wp-content/uploads/2018/01/Log-1068288-redacted.pdf
2021-0000371,01/27/2021 10:28 pm,7,01/28/2021,,02/28/2022,11/09/2022,https://www.chicagocopa.org/case/2021-0000371/,Available,https://www.chicagocopa.org/wp-content/uploads/2022/11/2021-0000371_FSR.pdf
2019-0002174,06/13/2019 10:00 pm,11,06/14/2019,,02/17/2022,11/09/2022,https://www.chicagocopa.org/case/2019-0002174/,Available,https://www.chicagocopa.org/wp-content/uploads/2022/11/2019-0002174_FSR.pdf
2019-0002728,06/29/2019 5:12 pm,5,07/17/2019,,02/16/2022,11/09/2022,https://www.chicagocopa.org/case/2019-0002728/,Available,https://www.chicagocopa.org/wp-content/uploads/2022/11/2019-2728_FSR.pdf
1092390,06/02/2017 2:14 pm,7,01/17/2019,,02/24/2022,11/09/2022,https://www.chicagocopa.org/case/1092390/,Available,https://www.chicagocopa.org/wp-content/uploads/2022/11/1092390_FSR.pdf
1091997,12/14/2018 2:44 pm,2,12/14/2018,,02/28/2022,11/09/2022,https://www.chicagocopa.org/case/1091997/,Available,https://www.chicagocopa.org/wp-content/uploads/2022/11/1091997_FSR.pdf
1092253,01/04/2019 10:30 pm,4,01/08/2019,,02/28/2022,11/09/2022,https://www.chicagocopa.org/case/1092253/,Available,https://www.chicagocopa.org/wp-content/uploads/2022/11/1092253_FSR.pdf
1091729,09/25/2018 11:00 am,7,11/15/2018,,02/28/2022,11/09/2022,https://www.chicagocopa.org/case/1091729/,Available,https://www.chicagocopa.org/wp-content/uploads/2022/11/1091729_FSR.pdf
2019-0003220,08/10/2019 8:13 pm,15,08/14/2019,,02/14/2022,11/09/2022,https://www.chicagocopa.org/case/2019-0003220/,Available,https://www.chicagocopa.org/wp-content/uploads/2022/11/2019-0003220_FSR.pdf
2021-0004550,09/10/2021 8:11 pm,8,11/12/2021,,02/10/2022,11/09/2022,https://www.chicagocopa.org/case/2021-0004550/,Available,https://www.chicagocopa.org/wp-content/uploads/2022/11/2021-0004550_FSR.pdf
2019-0001706,05/16/2019 11:22 am,7,05/17/2019,,02/17/2022,11/09/2022,https://www.chicagocopa.org/case/2019-0001706/,Available,https://www.chicagocopa.org/wp-content/uploads/2022/11/2019-0001706_FSR.pdf
1087539,03/16/2017 10:30 am,16,11/16/2017,,06/23/2022,11/04/2022,https://www.chicagocopa.org/case/1087539/,Available,https://www.chicagocopa.org/wp-content/uploads/2022/11/1087539_FSR.pdf
2020-0000283,01/17/2020 12:38 pm,10,01/17/2020,,08/23/2022,11/04/2022,https://www.chicagocopa.org/case/2020-0000283/,Available,https://www.chicagocopa.org/wp-content/uploads/2022/11/2020-0000283_FSR.pdf
2021-0004391,11/04/2021 12:45 pm,12,11/04/2021,,08/31/2022,11/04/2022,https://www.chicagocopa.org/case/2021-0004391/,Available,https://www.chicagocopa.org/wp-content/uploads/2022/11/2021-0004391_FSR.pdf
2018-1090517,07/31/2018 1:12 pm,10,08/03/2018,,08/31/2022,11/04/2022,https://www.chicagocopa.org/case/2018-1090517/,Available,https://www.chicagocopa.org/investigations/how-to-read-a-case-summary-report/
1092201,01/12/2018 12:00 pm,8,01/04/2019,,07/29/2022,11/04/2022,https://www.chicagocopa.org/case/1092201/,Available,https://www.chicagocopa.org/wp-content/uploads/2022/11/1092201_FSR.pdf
2019-0004679,11/16/2019 10:22 pm,11,11/17/2019,,06/06/2022,11/04/2022,https://www.chicagocopa.org/case/2019-0004679/,Available,https://www.chicagocopa.org/wp-content/uploads/2022/11/2019-0004679_FSR1.pdf
1088316,11/20/2017 12:45 pm,10,01/30/2018,,05/07/2021,09/14/2021,https://www.chicagocopa.org/case/1088316/,Available,https://www.chicagocopa.org/wp-content/uploads/2021/09/1088316_Blackbox.pdf
1069595,06/03/2014 11:00 pm,7,06/04/2014,,12/28/2017,01/16/2018,https://www.chicagocopa.org/case/1069595/,Available,https://www.chicagocopa.org/wp-content/uploads/2018/01/Log-1069595_redacted.pdf
1086938,09/24/2017 1:30 pm,16,09/29/2017,,12/28/2017,02/28/2018,https://www.chicagocopa.org/case/1086938/,Available,https://www.chicagocopa.org/wp-content/uploads/2018/02/1086938-redacted.pdf
1086830,09/17/2017 4:30 pm,7,09/22/2017,,10/24/2017,12/06/2017,https://www.chicagocopa.org/case/1086830/,Available,https://www.chicagocopa.org/investigations/how-to-read-a-case-summary-report/
1086929,09/28/2017 10:30 pm,9,09/29/2017,,11/06/2017,12/06/2017,https://www.chicagocopa.org/case/1086929/,Available,https://www.chicagocopa.org/wp-content/uploads/2017/12/1086929-REDACTED.pdf
1087068,10/05/2017 2:30 pm,25,10/10/2017,,11/16/2017,12/21/2017,https://www.chicagocopa.org/case/1087068/,Available,https://www.chicagocopa.org/wp-content/uploads/2017/12/1087068-REDACTED.pdf
1076185,07/17/2015 3:00 pm,11,07/17/2015,,11/17/2017,02/26/2018,https://www.chicagocopa.org/case/1076185/,Available,https://www.chicagocopa.org/wp-content/uploads/2017/11/1076185_Summary-Report_redacted_.pdf
1087295,10/25/2017 5:30 pm,2,10/27/2017,,11/30/2017,12/18/2017,https://www.chicagocopa.org/case/1087295/,Available,https://www.chicagocopa.org/wp-content/uploads/2017/12/1087295-REDACTED.pdf
1087114,10/12/2017 9:50 am,1,10/13/2017,,12/08/2017,01/09/2018,https://www.chicagocopa.org/case/1087114/,Available,https://www.chicagocopa.org/wp-content/uploads/2018/01/1087114-redacted.pdf
1086890,09/26/2017 6:40 pm,10,09/26/2017,,12/28/2017,01/16/2018,https://www.chicagocopa.org/case/1086890/,Available,https://www.chicagocopa.org/wp-content/uploads/2018/01/1086890-redacted.pdf
1087002,10/05/2017 3:30 am,15,10/05/2017,,12/27/2017,02/21/2018,https://www.chicagocopa.org/case/1087002/,Available,https://www.chicagocopa.org/wp-content/uploads/2018/02/1087002-redacted.pdf
1085967,07/18/2017 12:25 pm,6,07/18/2017,,12/28/2017,06/22/2018,https://www.chicagocopa.org/case/1085967/,Available,https://www.chicagocopa.org/wp-content/uploads/2017/12/Redacted-Summary-Report-1085967.pdf
1073944,02/26/2015 1:00 pm,1,02/26/2015,,11/30/2017,06/22/2018,https://www.chicagocopa.org/case/1073944/,Available,https://www.chicagocopa.org/wp-content/uploads/2017/11/1073944_Summary-Report_redacted.pdf
1075881,06/17/2015 5:00 am,19,06/27/2015,,11/30/2017,06/22/2018,https://www.chicagocopa.org/case/1075881/,Available,https://www.chicagocopa.org/wp-content/uploads/2017/11/1075881-redacted-by-JS.pdf
1076240,07/20/2015 12:15 pm,22,07/21/2015,,12/13/2017,01/09/2018,https://www.chicagocopa.org/case/1076240/,Available,https://www.chicagocopa.org/wp-content/uploads/2018/01/1076240-REDACTED.pdf
1086410,08/21/2017 9:00 am,19,08/22/2017,,12/28/2017,02/21/2018,https://www.chicagocopa.org/case/1086410/,Available,https://www.chicagocopa.org/wp-content/uploads/2018/02/1086410-redacted.pdf
1078998,10/03/2015 3:23 am,17,01/25/2016,,11/14/2017,06/01/2018,https://www.chicagocopa.org/case/1078998/,Available,https://www.chicagocopa.org/wp-content/uploads/2017/11/1078998-with-Redactions.pdf
1074527,04/04/2015 2:35 am,24,04/04/2015,,11/30/2017,06/27/2018,https://www.chicagocopa.org/case/1074527/,Available,https://www.chicagocopa.org/wp-content/uploads/2017/11/1074527-Final-Summary-redacted-by-DV.pdf
1092044,12/05/2018 8:00 pm,1,12/19/2018,,09/06/2022,10/27/2022,https://www.chicagocopa.org/case/1092044/,Available,https://www.chicagocopa.org/wp-content/uploads/2022/10/1092044_FSR.pdf
2020-0001617,04/20/2020 9:20 pm,12,04/20/2020,,08/22/2022,10/27/2022,https://www.chicagocopa.org/case/2020-0001617/,Available,https://www.chicagocopa.org/wp-content/uploads/2020/06/2020-0001671_FSR.pdf
2020-0000300,01/21/2020 8:36 am,7,01/21/2020,,08/22/2022,10/27/2022,https://www.chicagocopa.org/case/2020-0000300/,Available,https://www.chicagocopa.org/wp-content/uploads/2022/10/2020-0000300_FSR.pdf
1090945,09/01/2018 8:27 pm,3,09/06/2018,,08/30/2022,10/27/2022,https://www.chicagocopa.org/case/1090945/,Available,https://www.chicagocopa.org/wp-content/uploads/2022/10/1090945_FSR.pdf
2019-0003858,09/24/2019 7:45 pm,3,09/25/2019,,01/21/2022,10/27/2022,https://www.chicagocopa.org/case/2019-0003858/,Available,https://www.chicagocopa.org/wp-content/uploads/2022/10/2019-0003858_FSR.pdf
2019-0002761,07/19/2019 5:51 pm,7,07/19/2019,,11/28/2021,10/27/2022,https://www.chicagocopa.org/case/2019-0002761/,Available,https://www.chicagocopa.org/wp-content/uploads/2022/10/2019-0002761_FSR.pdf
1091902,12/05/2018 3:48 pm,15,12/05/2018,,09/28/2022,10/27/2022,https://www.chicagocopa.org/case/1091902/,Available,https://www.chicagocopa.org/wp-content/uploads/2022/10/1091902-FSR1.pdf
2021-0002341,08/15/2020 5:12 pm,1,06/16/2021,,02/16/2022,10/27/2022,https://www.chicagocopa.org/case/2021-0002341/,Available,https://www.chicagocopa.org/wp-content/uploads/2022/10/2020-0002341_FSR.pdf
1091501,10/24/2018 10:16 pm,8,10/22/2018,,08/31/2022,10/26/2022,https://www.chicagocopa.org/case/1091501/,Available,https://www.chicagocopa.org/wp-content/uploads/2022/10/1091501_FSR.pdf
2019-0000138,01/13/2019 7:39 pm,4,02/20/2019,,07/06/2022,10/26/2022,https://www.chicagocopa.org/case/2019-0000138/,Available,https://www.chicagocopa.org/wp-content/uploads/2022/10/2019-0000138_FSR.pdf
1088871,03/11/2018 5:55 pm,15,03/23/2022,,06/23/2022,10/26/2022,https://www.chicagocopa.org/case/1088871/,Available,https://www.chicagocopa.org/wp-content/uploads/2022/10/1088871_FSR.pdf
2021-0000982,03/17/2021 11:15 am,11,03/18/2021,,07/29/2022,10/26/2022,https://www.chicagocopa.org/case/2021-0000982/,Available,https://www.chicagocopa.org/wp-content/uploads/2022/10/2021-0000982-SRI_FSR.pdf
2019-0001626,05/11/2019 1:55 am,19,05/13/2019,,05/30/2022,10/26/2022,https://www.chicagocopa.org/case/2019-0001626/,Available,https://www.chicagocopa.org/wp-content/uploads/2022/10/2019-0001626_FSR.pdf
2022-0000714,04/05/2019 9:19 am,15,04/09/2019,,04/12/2022,10/26/2022,https://www.chicagocopa.org/case/2022-0000714/,Available,https://www.chicagocopa.org/wp-content/uploads/2022/10/2019-0000714_FSR.pdf
2022-0000719,03/01/2022 12:04 am,16,03/01/2022,,08/31/2022,10/26/2022,https://www.chicagocopa.org/case/2022-0000719/,Available,https://www.chicagocopa.org/wp-content/uploads/2022/10/2022-0000719_FSR.pdf
2022-0000559,02/16/2022 12:45 am,9,02/16/2022,,07/26/2022,10/26/2022,https://www.chicagocopa.org/case/2022-0000559/,Available,https://www.chicagocopa.org/wp-content/uploads/2022/10/2022-0000559_FSR.pdf
2020-0002942,07/15/2018 12:00 am,18,06/29/2020,,11/19/2021,10/26/2022,https://www.chicagocopa.org/case/2020-0002942/,Available,https://www.chicagocopa.org/wp-content/uploads/2022/10/2020-2942_FSR.pdf
2019-0002550,07/07/2019 12:56 am,6,07/08/2019,,01/27/2022,10/24/2022,https://www.chicagocopa.org/case/2019-0002550/,Available,https://www.chicagocopa.org/wp-content/uploads/2022/10/2019-0002550_FSR.pdf
2019-0003030,08/03/2019 8:08 pm,10,08/05/2019,,05/27/2022,10/24/2022,https://www.chicagocopa.org/case/2019-0003030/,Available,https://www.chicagocopa.org/wp-content/uploads/2022/10/2019-0003030_FSR.pdf
2019-0004237,08/16/2019 1:47 am,7,10/18/2019,,05/16/2022,10/24/2022,https://www.chicagocopa.org/case/2019-0004237/,Available,https://www.chicagocopa.org/wp-content/uploads/2022/10/2019-0004237_FSR.pdf
2019-0002776,07/20/2019 8:00 pm,6,07/22/2019,,06/07/2022,10/24/2022,https://www.chicagocopa.org/case/2019-0002776/,Available,https://www.chicagocopa.org/wp-content/uploads/2022/10/2019-2776_FSR.pdf
1088021,06/25/2015 7:45 am,15,01/04/2018,,06/25/2022,10/24/2022,https://www.chicagocopa.org/case/1088021/,Available,https://www.chicagocopa.org/wp-content/uploads/2022/10/1088021_FSR.pdf
2020-0002638,05/30/2020 2:00 pm,18,06/11/2020,,09/20/2021,10/19/2022,https://www.chicagocopa.org/case/2020-0002638/,Available,https://www.chicagocopa.org/wp-content/uploads/2022/10/2020-0002638_FSR-1.pdf
2020-0002228,05/31/2020 8:25 pm,19,06/03/2020,,11/09/2020,10/20/2022,https://www.chicagocopa.org/case/2020-0002228/,Available,https://www.chicagocopa.org/wp-content/uploads/2022/10/2020-0002228_FSR.pdf
2020-0002615,06/02/2020 10:00 am,Other,06/10/2020,,12/23/2021,10/19/2022,https://www.chicagocopa.org/case/2020-0002615/,Available,https://www.chicagocopa.org/wp-content/uploads/2022/10/2020-0002615_FSR.pdf
2020-0002652,05/30/2020 11:55 pm,01,06/12/2022,,09/06/2020,10/19/2022,https://www.chicagocopa.org/case/2020-0002652/,Available,https://www.chicagocopa.org/wp-content/uploads/2022/10/2020-0002652_FSR.pdf
2020-0002655,05/28/2020 4:00 pm,07,06/12/2020,,09/06/2021,10/19/2022,https://www.chicagocopa.org/case/2020-0002655/,Available,https://www.chicagocopa.org/wp-content/uploads/2022/10/2020-0002655_FSR.pdf
2020-0002164,06/01/2020 4:18 pm,09,06/01/2020,,09/21/2021,10/19/2022,https://www.chicagocopa.org/case/2020-0002164/,Available,https://www.chicagocopa.org/wp-content/uploads/2022/10/2020-0002164_FSR.pdf
2021-0002980,07/22/2020 12:05 pm,24,07/30/2021,,07/27/2022,10/07/2022,https://www.chicagocopa.org/case/2021-0002980/,Available,https://www.chicagocopa.org/wp-content/uploads/2022/10/2021-0002980_FSR.pdf
2020-0004272,09/03/2020 11:51 pm,22,09/11/2020,,03/30/2022,10/07/2022,https://www.chicagocopa.org/case/2020-0004272/,Available,https://www.chicagocopa.org/wp-content/uploads/2022/10/2020-0004272_FSR.pdf
